file_path,language,extension,loc,method_count,size_bytes
docs\ru\docs\virtual-environments.md,Markdown,.md,35,0,1856
docs\ru\docs\_llm-test.md,Markdown,.md,495,0,18025
docs\ru\docs\about\index.md,Markdown,.md,3,0,149
docs\ru\docs\advanced\additional-responses.md,Markdown,.md,247,0,12777
docs\ru\docs\advanced\additional-status-codes.md,Markdown,.md,42,0,3461
docs\ru\docs\advanced\advanced-dependencies.md,Markdown,.md,163,0,14567
docs\ru\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,3407
docs\ru\docs\advanced\async-tests.md,Markdown,.md,99,0,6449
docs\ru\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,23702
docs\ru\docs\advanced\custom-response.md,Markdown,.md,272,0,18337
docs\ru\docs\advanced\dataclasses.md,Markdown,.md,95,0,6686
docs\ru\docs\advanced\events.md,Markdown,.md,165,0,13227
docs\ru\docs\advanced\generate-clients.md,Markdown,.md,192,0,14120
docs\ru\docs\advanced\index.md,Markdown,.md,21,0,1490
docs\ru\docs\advanced\json-base64-bytes.md,Markdown,.md,63,0,3989
docs\ru\docs\advanced\middleware.md,Markdown,.md,97,0,6602
docs\ru\docs\advanced\openapi-callbacks.md,Markdown,.md,186,0,13016
docs\ru\docs\advanced\openapi-webhooks.md,Markdown,.md,55,0,5064
docs\ru\docs\advanced\path-operation-advanced-configuration.md,Markdown,.md,166,0,10921
docs\ru\docs\advanced\response-change-status-code.md,Markdown,.md,31,0,2759
docs\ru\docs\advanced\response-cookies.md,Markdown,.md,51,0,3685
docs\ru\docs\advanced\response-directly.md,Markdown,.md,83,0,7141
docs\ru\docs\advanced\response-headers.md,Markdown,.md,41,0,3636
docs\ru\docs\advanced\settings.md,Markdown,.md,326,0,18242
docs\ru\docs\advanced\stream-data.md,Markdown,.md,117,0,9271
docs\ru\docs\advanced\strict-content-type.md,Markdown,.md,88,0,5799
docs\ru\docs\advanced\sub-applications.md,Markdown,.md,67,0,4829
docs\ru\docs\advanced\templates.md,Markdown,.md,126,0,5091
docs\ru\docs\advanced\testing-dependencies.md,Markdown,.md,53,0,4476
docs\ru\docs\advanced\testing-events.md,Markdown,.md,12,0,912
docs\ru\docs\advanced\testing-websockets.md,Markdown,.md,13,0,616
docs\ru\docs\advanced\using-request-directly.md,Markdown,.md,56,0,3843
docs\ru\docs\advanced\websockets.md,Markdown,.md,186,0,8445
docs\ru\docs\advanced\wsgi.md,Markdown,.md,51,0,2348
docs\ru\docs\deployment\cloud.md,Markdown,.md,24,0,1895
docs\ru\docs\deployment\concepts.md,Markdown,.md,321,0,30695
docs\ru\docs\deployment\docker.md,Markdown,.md,614,0,45217
docs\ru\docs\deployment\fastapicloud.md,Markdown,.md,47,0,3017
docs\ru\docs\deployment\https.md,Markdown,.md,231,0,23438
docs\ru\docs\deployment\index.md,Markdown,.md,23,0,2845
docs\ru\docs\deployment\manually.md,Markdown,.md,156,0,9469
docs\ru\docs\deployment\server-workers.md,Markdown,.md,139,0,10876
docs\ru\docs\deployment\versions.md,Markdown,.md,93,0,6002
docs\ru\docs\how-to\authentication-error-status-code.md,Markdown,.md,17,0,1806
docs\ru\docs\how-to\conditional-openapi.md,Markdown,.md,56,0,4190
docs\ru\docs\how-to\configure-swagger-ui.md,Markdown,.md,70,0,4295
docs\ru\docs\how-to\custom-docs-ui-assets.md,Markdown,.md,185,0,13050
docs\ru\docs\how-to\custom-request-and-route.md,Markdown,.md,109,0,7391
docs\ru\docs\how-to\extending-openapi.md,Markdown,.md,88,0,5859
docs\ru\docs\how-to\general.md,Markdown,.md,43,0,5126
docs\ru\docs\how-to\graphql.md,Markdown,.md,61,0,4168
docs\ru\docs\how-to\index.md,Markdown,.md,13,0,1041
docs\ru\docs\how-to\migrate-from-pydantic-v1-to-pydantic-v2.md,Markdown,.md,153,0,9786
docs\ru\docs\how-to\separate-openapi-schemas.md,Markdown,.md,102,0,7206
docs\ru\docs\how-to\testing-database.md,Markdown,.md,7,0,553
docs\ru\docs\learn\index.md,Markdown,.md,5,0,354
docs\ru\docs\resources\index.md,Markdown,.md,3,0,146
docs\ru\docs\tutorial\background-tasks.md,Markdown,.md,86,0,7807
docs\ru\docs\tutorial\bigger-applications.md,Markdown,.md,547,0,32257
docs\ru\docs\tutorial\body-fields.md,Markdown,.md,60,0,4325
docs\ru\docs\tutorial\body-multiple-params.md,Markdown,.md,165,0,8563
docs\ru\docs\tutorial\body-nested-models.md,Markdown,.md,221,0,12001
docs\ru\docs\tutorial\body-updates.md,Markdown,.md,100,0,7400
docs\ru\docs\tutorial\body.md,Markdown,.md,166,0,11160
docs\ru\docs\tutorial\cookie-param-models.md,Markdown,.md,76,0,5261
docs\ru\docs\tutorial\cookie-params.md,Markdown,.md,45,0,2647
docs\ru\docs\tutorial\cors.md,Markdown,.md,88,0,8812
docs\ru\docs\tutorial\debugging.md,Markdown,.md,113,0,4042
docs\ru\docs\tutorial\encoder.md,Markdown,.md,35,0,2700
docs\ru\docs\tutorial\extra-data-types.md,Markdown,.md,62,0,4519
docs\ru\docs\tutorial\extra-models.md,Markdown,.md,211,0,11174
docs\ru\docs\tutorial\first-steps.md,Markdown,.md,427,0,20159
docs\ru\docs\tutorial\frontend.md,Markdown,.md,145,0,11116
docs\ru\docs\tutorial\handling-errors.md,Markdown,.md,244,0,14829
docs\ru\docs\tutorial\header-param-models.md,Markdown,.md,72,0,4483
docs\ru\docs\tutorial\header-params.md,Markdown,.md,91,0,5226
docs\ru\docs\tutorial\index.md,Markdown,.md,141,0,11056
docs\ru\docs\tutorial\metadata.md,Markdown,.md,120,0,9484
docs\ru\docs\tutorial\middleware.md,Markdown,.md,95,0,6652
docs\ru\docs\tutorial\path-operation-configuration.md,Markdown,.md,107,0,6630
docs\ru\docs\tutorial\path-params-numeric-validations.md,Markdown,.md,152,0,10904
docs\ru\docs\tutorial\path-params.md,Markdown,.md,251,0,14523
docs\ru\docs\tutorial\query-param-models.md,Markdown,.md,68,0,3543
docs\ru\docs\tutorial\query-params-str-validations.md,Markdown,.md,449,0,26316
docs\ru\docs\tutorial\query-params.md,Markdown,.md,188,0,7883
docs\ru\docs\tutorial\request-files.md,Markdown,.md,176,0,11678
docs\ru\docs\tutorial\request-form-models.md,Markdown,.md,78,0,3241
docs\ru\docs\tutorial\request-forms-and-files.md,Markdown,.md,41,0,2076
docs\ru\docs\tutorial\request-forms.md,Markdown,.md,73,0,4217
docs\ru\docs\tutorial\response-model.md,Markdown,.md,344,0,26298
docs\ru\docs\tutorial\response-status-code.md,Markdown,.md,101,0,7266
docs\ru\docs\tutorial\schema-extra-example.md,Markdown,.md,202,0,14291
docs\ru\docs\tutorial\server-sent-events.md,Markdown,.md,120,0,7789
docs\ru\docs\tutorial\sql-databases.md,Markdown,.md,357,0,23988
docs\ru\docs\tutorial\static-files.md,Markdown,.md,48,0,3687
docs\ru\docs\tutorial\stream-json-lines.md,Markdown,.md,111,0,7369
docs\ru\docs\tutorial\testing.md,Markdown,.md,193,0,9565
docs\ru\docs\advanced\security\http-basic-auth.md,Markdown,.md,107,0,7689
docs\ru\docs\advanced\security\index.md,Markdown,.md,19,0,1255
docs\ru\docs\advanced\security\oauth2-scopes.md,Markdown,.md,274,0,21417
docs\ru\docs\tutorial\dependencies\classes-as-dependencies.md,Markdown,.md,288,0,11280
docs\ru\docs\tutorial\dependencies\dependencies-in-path-operation-decorators.md,Markdown,.md,69,0,5234
docs\ru\docs\tutorial\dependencies\dependencies-with-yield.md,Markdown,.md,290,0,20173
docs\ru\docs\tutorial\dependencies\global-dependencies.md,Markdown,.md,15,0,1764
docs\ru\docs\tutorial\dependencies\index.md,Markdown,.md,250,0,15989
docs\ru\docs\tutorial\dependencies\sub-dependencies.md,Markdown,.md,105,0,6598
docs\ru\docs\tutorial\security\first-steps.md,Markdown,.md,203,0,14329
docs\ru\docs\tutorial\security\get-current-user.md,Markdown,.md,105,0,7190
docs\ru\docs\tutorial\security\index.md,Markdown,.md,106,0,8580
docs\ru\docs\tutorial\security\oauth2-jwt.md,Markdown,.md,277,0,20128
docs\ru\docs\tutorial\security\simple-oauth2.md,Markdown,.md,273,0,16689
docs\tr\docs\alternatives.md,Markdown,.md,485,0,24997
docs\tr\docs\async.md,Markdown,.md,444,0,24752
docs\tr\docs\benchmarks.md,Markdown,.md,34,0,4149
docs\tr\docs\editor-support.md,Markdown,.md,23,0,2546
docs\tr\docs\environment-variables.md,Markdown,.md,11,0,882
docs\tr\docs\fastapi-cli.md,Markdown,.md,138,0,7360
docs\tr\docs\features.md,Markdown,.md,201,0,10569
docs\tr\docs\help-fastapi.md,Markdown,.md,79,0,3867
docs\tr\docs\history-design-future.md,Markdown,.md,79,0,4711
docs\tr\docs\index.md,Markdown,.md,581,0,27572
docs\tr\docs\project-generation.md,Markdown,.md,28,0,2184
docs\tr\docs\python-types.md,Markdown,.md,349,0,12497
docs\tr\docs\translation-banner.md,Markdown,.md,11,0,477
docs\tr\docs\virtual-environments.md,Markdown,.md,35,0,1257
docs\tr\docs\_llm-test.md,Markdown,.md,495,0,11780
docs\tr\docs\about\index.md,Markdown,.md,3,0,97
docs\tr\docs\advanced\additional-responses.md,Markdown,.md,247,0,9645
docs\tr\docs\advanced\additional-status-codes.md,Markdown,.md,42,0,2238
docs\tr\docs\advanced\advanced-dependencies.md,Markdown,.md,163,0,10452
docs\tr\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,2248
docs\tr\docs\advanced\async-tests.md,Markdown,.md,99,0,4360
docs\tr\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,17360
docs\tr\docs\advanced\custom-response.md,Markdown,.md,272,0,12486
docs\tr\docs\advanced\dataclasses.md,Markdown,.md,96,0,4688
docs\tr\docs\advanced\events.md,Markdown,.md,165,0,8706
docs\tr\docs\advanced\generate-clients.md,Markdown,.md,192,0,9290
docs\tr\docs\advanced\index.md,Markdown,.md,21,0,823
docs\tr\docs\advanced\json-base64-bytes.md,Markdown,.md,63,0,2746
docs\tr\docs\advanced\middleware.md,Markdown,.md,97,0,4761
docs\tr\docs\advanced\openapi-callbacks.md,Markdown,.md,186,0,8759
docs\tr\docs\advanced\openapi-webhooks.md,Markdown,.md,55,0,3403
docs\tr\docs\advanced\path-operation-advanced-configuration.md,Markdown,.md,166,0,7673
docs\tr\docs\advanced\response-change-status-code.md,Markdown,.md,31,0,1808
docs\tr\docs\advanced\response-cookies.md,Markdown,.md,51,0,2623
docs\tr\docs\advanced\response-directly.md,Markdown,.md,83,0,4807
docs\tr\docs\advanced\response-headers.md,Markdown,.md,41,0,2510
docs\tr\docs\advanced\settings.md,Markdown,.md,326,0,13083
docs\tr\docs\advanced\stream-data.md,Markdown,.md,117,0,6083
docs\tr\docs\advanced\strict-content-type.md,Markdown,.md,88,0,3785
docs\tr\docs\advanced\sub-applications.md,Markdown,.md,67,0,3320
docs\tr\docs\advanced\templates.md,Markdown,.md,126,0,3871
docs\tr\docs\advanced\testing-dependencies.md,Markdown,.md,54,0,2789
docs\tr\docs\advanced\testing-events.md,Markdown,.md,12,0,709
docs\tr\docs\advanced\testing-websockets.md,Markdown,.md,13,0,464
docs\tr\docs\advanced\using-request-directly.md,Markdown,.md,56,0,2602
docs\tr\docs\advanced\websockets.md,Markdown,.md,186,0,6111
docs\tr\docs\advanced\wsgi.md,Markdown,.md,51,0,1773
docs\tr\docs\deployment\cloud.md,Markdown,.md,24,0,1386
docs\tr\docs\deployment\concepts.md,Markdown,.md,322,0,20011
docs\tr\docs\deployment\docker.md,Markdown,.md,614,0,30884
docs\tr\docs\deployment\fastapicloud.md,Markdown,.md,47,0,2080
docs\tr\docs\deployment\https.md,Markdown,.md,231,0,15382
docs\tr\docs\deployment\index.md,Markdown,.md,23,0,1791
docs\tr\docs\deployment\manually.md,Markdown,.md,156,0,7228
docs\tr\docs\deployment\server-workers.md,Markdown,.md,139,0,9045
docs\tr\docs\deployment\versions.md,Markdown,.md,93,0,4001
docs\tr\docs\how-to\authentication-error-status-code.md,Markdown,.md,17,0,1358
docs\tr\docs\how-to\conditional-openapi.md,Markdown,.md,56,0,2725
docs\tr\docs\how-to\configure-swagger-ui.md,Markdown,.md,70,0,3302
docs\tr\docs\how-to\custom-docs-ui-assets.md,Markdown,.md,185,0,8970
docs\tr\docs\how-to\custom-request-and-route.md,Markdown,.md,110,0,5146
docs\tr\docs\how-to\extending-openapi.md,Markdown,.md,88,0,4151
docs\tr\docs\how-to\general.md,Markdown,.md,43,0,3296
docs\tr\docs\how-to\graphql.md,Markdown,.md,60,0,3225
docs\tr\docs\how-to\index.md,Markdown,.md,13,0,706
docs\tr\docs\how-to\migrate-from-pydantic-v1-to-pydantic-v2.md,Markdown,.md,153,0,7263
docs\tr\docs\how-to\separate-openapi-schemas.md,Markdown,.md,102,0,4969
docs\tr\docs\how-to\testing-database.md,Markdown,.md,7,0,476
docs\tr\docs\learn\index.md,Markdown,.md,5,0,233
docs\tr\docs\resources\index.md,Markdown,.md,3,0,90
docs\tr\docs\tutorial\background-tasks.md,Markdown,.md,86,0,5249
docs\tr\docs\tutorial\bigger-applications.md,Markdown,.md,547,0,22397
docs\tr\docs\tutorial\body-fields.md,Markdown,.md,60,0,2786
docs\tr\docs\tutorial\body-multiple-params.md,Markdown,.md,169,0,5434
docs\tr\docs\tutorial\body-nested-models.md,Markdown,.md,221,0,7882
docs\tr\docs\tutorial\body-updates.md,Markdown,.md,100,0,4747
docs\tr\docs\tutorial\body.md,Markdown,.md,167,0,7240
docs\tr\docs\tutorial\cookie-param-models.md,Markdown,.md,76,0,3521
docs\tr\docs\tutorial\cookie-params.md,Markdown,.md,45,0,1791
docs\tr\docs\tutorial\cors.md,Markdown,.md,89,0,5996
docs\tr\docs\tutorial\debugging.md,Markdown,.md,113,0,2834
docs\tr\docs\tutorial\encoder.md,Markdown,.md,35,0,1829
docs\tr\docs\tutorial\extra-data-types.md,Markdown,.md,62,0,2990
docs\tr\docs\tutorial\extra-models.md,Markdown,.md,212,0,7749
docs\tr\docs\tutorial\first-steps.md,Markdown,.md,428,0,15617
docs\tr\docs\tutorial\frontend.md,Markdown,.md,145,0,7232
docs\tr\docs\tutorial\handling-errors.md,Markdown,.md,244,0,10150
docs\tr\docs\tutorial\header-param-models.md,Markdown,.md,72,0,3050
docs\tr\docs\tutorial\header-params.md,Markdown,.md,91,0,3456
docs\tr\docs\tutorial\index.md,Markdown,.md,141,0,8119
docs\tr\docs\tutorial\metadata.md,Markdown,.md,120,0,6467
docs\tr\docs\tutorial\middleware.md,Markdown,.md,95,0,4525
docs\tr\docs\tutorial\path-operation-configuration.md,Markdown,.md,108,0,4501
docs\tr\docs\tutorial\path-params-numeric-validations.md,Markdown,.md,154,0,7110
docs\tr\docs\tutorial\path-params.md,Markdown,.md,251,0,10178
docs\tr\docs\tutorial\query-param-models.md,Markdown,.md,68,0,2559
docs\tr\docs\tutorial\query-params-str-validations.md,Markdown,.md,451,0,18213
docs\tr\docs\tutorial\query-params.md,Markdown,.md,188,0,5224
docs\tr\docs\tutorial\request-files.md,Markdown,.md,176,0,7754
docs\tr\docs\tutorial\request-form-models.md,Markdown,.md,78,0,2414
docs\tr\docs\tutorial\request-forms-and-files.md,Markdown,.md,41,0,1556
docs\tr\docs\tutorial\request-forms.md,Markdown,.md,73,0,2917
docs\tr\docs\tutorial\response-model.md,Markdown,.md,344,0,17696
docs\tr\docs\tutorial\response-status-code.md,Markdown,.md,101,0,4594
docs\tr\docs\tutorial\schema-extra-example.md,Markdown,.md,202,0,10044
docs\tr\docs\tutorial\server-sent-events.md,Markdown,.md,120,0,5325
docs\tr\docs\tutorial\sql-databases.md,Markdown,.md,357,0,17479
docs\tr\docs\tutorial\static-files.md,Markdown,.md,48,0,2184
docs\tr\docs\tutorial\stream-json-lines.md,Markdown,.md,111,0,4808
docs\tr\docs\tutorial\testing.md,Markdown,.md,193,0,6402
docs\tr\docs\advanced\security\http-basic-auth.md,Markdown,.md,107,0,5702
docs\tr\docs\advanced\security\index.md,Markdown,.md,19,0,736
docs\tr\docs\advanced\security\oauth2-scopes.md,Markdown,.md,275,0,15290
docs\tr\docs\tutorial\dependencies\classes-as-dependencies.md,Markdown,.md,288,0,7770
docs\tr\docs\tutorial\dependencies\dependencies-in-path-operation-decorators.md,Markdown,.md,69,0,3444
docs\tr\docs\tutorial\dependencies\dependencies-with-yield.md,Markdown,.md,289,0,14070
docs\tr\docs\tutorial\dependencies\global-dependencies.md,Markdown,.md,16,0,1109
docs\tr\docs\tutorial\dependencies\index.md,Markdown,.md,250,0,10676
docs\tr\docs\tutorial\dependencies\sub-dependencies.md,Markdown,.md,105,0,4368
docs\tr\docs\tutorial\security\first-steps.md,Markdown,.md,203,0,9515
docs\tr\docs\tutorial\security\get-current-user.md,Markdown,.md,105,0,4642
docs\tr\docs\tutorial\security\index.md,Markdown,.md,106,0,5199
docs\tr\docs\tutorial\security\oauth2-jwt.md,Markdown,.md,277,0,12417
docs\tr\docs\tutorial\security\simple-oauth2.md,Markdown,.md,289,0,10901
docs\uk\docs\alternatives.md,Markdown,.md,485,0,38415
docs\uk\docs\async.md,Markdown,.md,444,0,37979
docs\uk\docs\benchmarks.md,Markdown,.md,34,0,6061
docs\uk\docs\editor-support.md,Markdown,.md,24,0,3890
docs\uk\docs\environment-variables.md,Markdown,.md,11,0,1273
docs\uk\docs\fastapi-cli.md,Markdown,.md,138,0,9285
docs\uk\docs\features.md,Markdown,.md,201,0,15815
docs\uk\docs\help-fastapi.md,Markdown,.md,79,0,5301
docs\uk\docs\history-design-future.md,Markdown,.md,79,0,6725
docs\uk\docs\index.md,Markdown,.md,581,0,35194
docs\uk\docs\project-generation.md,Markdown,.md,28,0,3033
docs\uk\docs\python-types.md,Markdown,.md,348,0,18234
docs\uk\docs\translation-banner.md,Markdown,.md,11,0,612
docs\uk\docs\virtual-environments.md,Markdown,.md,35,0,1882
docs\uk\docs\_llm-test.md,Markdown,.md,495,0,17749
docs\uk\docs\about\index.md,Markdown,.md,3,0,114
docs\uk\docs\advanced\additional-responses.md,Markdown,.md,247,0,12239
docs\uk\docs\advanced\additional-status-codes.md,Markdown,.md,42,0,3384
docs\uk\docs\advanced\advanced-dependencies.md,Markdown,.md,163,0,14369
docs\uk\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,3228
docs\uk\docs\advanced\async-tests.md,Markdown,.md,99,0,6189
docs\uk\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,24169
docs\uk\docs\advanced\custom-response.md,Markdown,.md,273,0,17653
docs\uk\docs\advanced\dataclasses.md,Markdown,.md,95,0,6243
docs\uk\docs\advanced\events.md,Markdown,.md,165,0,12813
docs\uk\docs\advanced\generate-clients.md,Markdown,.md,192,0,14006
docs\uk\docs\advanced\index.md,Markdown,.md,21,0,1386
docs\uk\docs\advanced\json-base64-bytes.md,Markdown,.md,63,0,3884
docs\uk\docs\advanced\middleware.md,Markdown,.md,97,0,7553
docs\uk\docs\advanced\openapi-callbacks.md,Markdown,.md,186,0,12645
docs\uk\docs\advanced\openapi-webhooks.md,Markdown,.md,55,0,4894
docs\uk\docs\advanced\path-operation-advanced-configuration.md,Markdown,.md,166,0,10585
docs\uk\docs\advanced\response-change-status-code.md,Markdown,.md,32,0,2671
docs\uk\docs\advanced\response-cookies.md,Markdown,.md,51,0,3678
docs\uk\docs\advanced\response-directly.md,Markdown,.md,83,0,6935
docs\uk\docs\advanced\response-headers.md,Markdown,.md,41,0,3637
docs\uk\docs\advanced\settings.md,Markdown,.md,326,0,18085
docs\uk\docs\advanced\stream-data.md,Markdown,.md,117,0,8854
docs\uk\docs\advanced\strict-content-type.md,Markdown,.md,88,0,5684
docs\uk\docs\advanced\sub-applications.md,Markdown,.md,67,0,4711
docs\uk\docs\advanced\templates.md,Markdown,.md,126,0,4982
docs\uk\docs\advanced\testing-dependencies.md,Markdown,.md,53,0,4268
docs\uk\docs\advanced\testing-events.md,Markdown,.md,12,0,920
docs\uk\docs\advanced\testing-websockets.md,Markdown,.md,13,0,600
docs\uk\docs\advanced\using-request-directly.md,Markdown,.md,55,0,3670
docs\uk\docs\advanced\websockets.md,Markdown,.md,186,0,8180
docs\uk\docs\advanced\wsgi.md,Markdown,.md,52,0,2316
docs\uk\docs\deployment\cloud.md,Markdown,.md,24,0,1923
docs\uk\docs\deployment\concepts.md,Markdown,.md,321,0,30697
docs\uk\docs\deployment\docker.md,Markdown,.md,614,0,46627
docs\uk\docs\deployment\fastapicloud.md,Markdown,.md,47,0,2935
docs\uk\docs\deployment\https.md,Markdown,.md,231,0,22528
docs\uk\docs\deployment\index.md,Markdown,.md,23,0,2697
docs\uk\docs\deployment\manually.md,Markdown,.md,156,0,9164
docs\uk\docs\deployment\server-workers.md,Markdown,.md,139,0,11029
docs\uk\docs\deployment\versions.md,Markdown,.md,93,0,5605
docs\uk\docs\how-to\authentication-error-status-code.md,Markdown,.md,17,0,1814
docs\uk\docs\how-to\conditional-openapi.md,Markdown,.md,56,0,4041
docs\uk\docs\how-to\configure-swagger-ui.md,Markdown,.md,70,0,4334
docs\uk\docs\how-to\custom-docs-ui-assets.md,Markdown,.md,185,0,12222
docs\uk\docs\how-to\custom-request-and-route.md,Markdown,.md,109,0,7096
docs\uk\docs\how-to\extending-openapi.md,Markdown,.md,88,0,5646
docs\uk\docs\how-to\general.md,Markdown,.md,43,0,5004
docs\uk\docs\how-to\graphql.md,Markdown,.md,60,0,4206
docs\uk\docs\how-to\index.md,Markdown,.md,13,0,1053
docs\uk\docs\how-to\migrate-from-pydantic-v1-to-pydantic-v2.md,Markdown,.md,153,0,9289
docs\uk\docs\how-to\separate-openapi-schemas.md,Markdown,.md,102,0,7021
docs\uk\docs\how-to\testing-database.md,Markdown,.md,7,0,595
docs\uk\docs\learn\index.md,Markdown,.md,5,0,367
docs\uk\docs\resources\index.md,Markdown,.md,3,0,129
docs\uk\docs\tutorial\background-tasks.md,Markdown,.md,86,0,7881
docs\uk\docs\tutorial\bigger-applications.md,Markdown,.md,547,0,29906
docs\uk\docs\tutorial\body-fields.md,Markdown,.md,61,0,3973
docs\uk\docs\tutorial\body-multiple-params.md,Markdown,.md,169,0,7630
docs\uk\docs\tutorial\body-nested-models.md,Markdown,.md,221,0,10833
docs\uk\docs\tutorial\body-updates.md,Markdown,.md,100,0,6982
docs\uk\docs\tutorial\body.md,Markdown,.md,166,0,10973
docs\uk\docs\tutorial\cookie-param-models.md,Markdown,.md,76,0,4940
docs\uk\docs\tutorial\cookie-params.md,Markdown,.md,45,0,2706
docs\uk\docs\tutorial\cors.md,Markdown,.md,91,0,8620
docs\uk\docs\tutorial\debugging.md,Markdown,.md,114,0,3849
docs\uk\docs\tutorial\encoder.md,Markdown,.md,35,0,2501
docs\uk\docs\tutorial\extra-data-types.md,Markdown,.md,62,0,4379
docs\uk\docs\tutorial\extra-models.md,Markdown,.md,211,0,9928
docs\uk\docs\tutorial\first-steps.md,Markdown,.md,427,0,20106
docs\uk\docs\tutorial\frontend.md,Markdown,.md,145,0,11112
docs\uk\docs\tutorial\handling-errors.md,Markdown,.md,244,0,14432
docs\uk\docs\tutorial\header-param-models.md,Markdown,.md,72,0,4429
docs\uk\docs\tutorial\header-params.md,Markdown,.md,91,0,5130
docs\uk\docs\tutorial\index.md,Markdown,.md,141,0,11055
docs\uk\docs\tutorial\metadata.md,Markdown,.md,120,0,9117
docs\uk\docs\tutorial\middleware.md,Markdown,.md,95,0,6353
docs\uk\docs\tutorial\path-operation-configuration.md,Markdown,.md,107,0,6276
docs\uk\docs\tutorial\path-params-numeric-validations.md,Markdown,.md,154,0,10350
docs\uk\docs\tutorial\path-params.md,Markdown,.md,251,0,14547
docs\uk\docs\tutorial\query-param-models.md,Markdown,.md,68,0,3555
docs\uk\docs\tutorial\query-params-str-validations.md,Markdown,.md,450,0,27352
docs\uk\docs\tutorial\query-params.md,Markdown,.md,188,0,7656
docs\uk\docs\tutorial\request-files.md,Markdown,.md,176,0,11305
docs\uk\docs\tutorial\request-form-models.md,Markdown,.md,78,0,3193
docs\uk\docs\tutorial\request-forms-and-files.md,Markdown,.md,41,0,2076
docs\uk\docs\tutorial\request-forms.md,Markdown,.md,73,0,4021
docs\uk\docs\tutorial\response-model.md,Markdown,.md,344,0,26083
docs\uk\docs\tutorial\response-status-code.md,Markdown,.md,102,0,6514
docs\uk\docs\tutorial\schema-extra-example.md,Markdown,.md,202,0,13874
docs\uk\docs\tutorial\server-sent-events.md,Markdown,.md,120,0,7389
docs\uk\docs\tutorial\sql-databases.md,Markdown,.md,357,0,23018
docs\uk\docs\tutorial\static-files.md,Markdown,.md,48,0,3277
docs\uk\docs\tutorial\stream-json-lines.md,Markdown,.md,111,0,6835
docs\uk\docs\tutorial\testing.md,Markdown,.md,193,0,8722
docs\uk\docs\advanced\security\http-basic-auth.md,Markdown,.md,107,0,7863
docs\uk\docs\advanced\security\index.md,Markdown,.md,19,0,1193
docs\uk\docs\advanced\security\oauth2-scopes.md,Markdown,.md,274,0,20920
docs\uk\docs\tutorial\dependencies\classes-as-dependencies.md,Markdown,.md,288,0,10179
docs\uk\docs\tutorial\dependencies\dependencies-in-path-operation-decorators.md,Markdown,.md,69,0,4941
docs\uk\docs\tutorial\dependencies\dependencies-with-yield.md,Markdown,.md,290,0,19094
docs\uk\docs\tutorial\dependencies\global-dependencies.md,Markdown,.md,15,0,1562
docs\uk\docs\tutorial\dependencies\index.md,Markdown,.md,250,0,15741
docs\uk\docs\tutorial\dependencies\sub-dependencies.md,Markdown,.md,105,0,5975
docs\uk\docs\tutorial\security\first-steps.md,Markdown,.md,203,0,13143
docs\uk\docs\tutorial\security\get-current-user.md,Markdown,.md,105,0,6953
docs\uk\docs\tutorial\security\index.md,Markdown,.md,106,0,7594
docs\uk\docs\tutorial\security\oauth2-jwt.md,Markdown,.md,277,0,18343
docs\uk\docs\tutorial\security\simple-oauth2.md,Markdown,.md,289,0,15674
docs\zh\docs\alternatives.md,Markdown,.md,483,0,21025
docs\zh\docs\async.md,Markdown,.md,444,0,22824
docs\zh\docs\benchmarks.md,Markdown,.md,34,0,3416
docs\zh\docs\editor-support.md,Markdown,.md,23,0,2371
docs\zh\docs\environment-variables.md,Markdown,.md,11,0,678
docs\zh\docs\fastapi-cli.md,Markdown,.md,138,0,6750
docs\zh\docs\features.md,Markdown,.md,202,0,9145
docs\zh\docs\help-fastapi.md,Markdown,.md,79,0,3485
docs\zh\docs\history-design-future.md,Markdown,.md,79,0,4127
docs\zh\docs\index.md,Markdown,.md,581,0,24966
docs\zh\docs\project-generation.md,Markdown,.md,29,0,1878
docs\zh\docs\python-types.md,Markdown,.md,348,0,11330
docs\zh\docs\translation-banner.md,Markdown,.md,11,0,338
docs\zh\docs\virtual-environments.md,Markdown,.md,35,0,1049
docs\zh\docs\_llm-test.md,Markdown,.md,495,0,10542
docs\zh\docs\about\index.md,Markdown,.md,3,0,70
docs\zh\docs\advanced\additional-responses.md,Markdown,.md,247,0,9119
docs\zh\docs\advanced\additional-status-codes.md,Markdown,.md,41,0,1950
docs\zh\docs\advanced\advanced-dependencies.md,Markdown,.md,164,0,8474
docs\zh\docs\advanced\advanced-python-types.md,Markdown,.md,61,0,2087
docs\zh\docs\advanced\async-tests.md,Markdown,.md,99,0,4067
docs\zh\docs\advanced\behind-a-proxy.md,Markdown,.md,466,0,15966
docs\zh\docs\advanced\custom-response.md,Markdown,.md,272,0,10972
docs\zh\docs\advanced\dataclasses.md,Markdown,.md,88,0,4060
docs\zh\docs\advanced\events.md,Markdown,.md,166,0,7521
docs\zh\docs\advanced\generate-clients.md,Markdown,.md,192,0,8186
docs\zh\docs\advanced\index.md,Markdown,.md,21,0,700
